model,region,n,n_mal,roc_auc,f1@0.5,fnr@0.5,fpr@0.5,tpr@0.01,tpr@0.001,novel_tpr@0.01,singleton_tpr@0.01,known_tpr@0.01,lowcons_tpr@0.01,n_novel,n_single,fpr_at_iid_thr
ens_mlp_lgbm,year2020,102073,46355,0.9631270144524763,0.8605607986896497,,,0.2726350986948549,,,,,,,,0.001651171973150508
ens_mlp_lgbm,year2021,81155,35627,0.9530028662498873,0.8620762265740156,,,0.12585960086451287,,,,,,,,0.0015375153751537515
ens_mlp_lgbm,year2022,86416,41648,0.971516412959153,0.898111326376851,,,0.2521129466000768,,,,,,,,0.00040207290922087205
ens_mlp_lgbm,year2023,54354,7892,0.9019723168416951,0.6021322766298708,,,0.12366953877344146,,,,,,,,0.0002797985450475658
ens_mlp_lgbm,year2024,48427,794,0.7999570049149403,0.10906004667939741,,,0.027707808564231738,,,,,,,,2.0993848802300927e-05
ens_mlp_lgbm,year2025,44663,23,0.6295771972884525,0.0017066926734121662,,,0.0,,,,,,,,2.2401433691756272e-05
ens_gt_mlp_lgbm,IID,15286,6981,0.9963655629828999,0.8013328737217051,0.001002721673112772,0.4155328115593016,0.9454232917920069,0.7470276464689872,0.15384615384615385,0.8075,0.9553897685749086,0.9029213483146067,13.0,400.0,
ens_gt_mlp_lgbm,NEAR,208337,66493,0.8455257553184725,0.6341654854090275,0.18588422841502117,0.3531767293646541,0.4654775690674206,0.2653061224489796,0.24821173104434907,0.20168855534709193,0.5678100263852243,0.1987009862881886,4194.0,14924.0,
ens_gt_mlp_lgbm,FAR,612430,213274,0.9117580137306425,0.7777379546114873,0.14024681864643607,0.18762589062922766,0.49164455114078603,0.17878878813169913,0.3392238544178908,0.4557456246961595,0.6310841366178745,0.34571345749692006,22805.0,131648.0,
ens_gt_mlp_lgbm,year2013,9489,4729,0.9961990738354974,0.8125214998280014,,,0.9511524635229436,,,,,,,,0.010924369747899159
ens_gt_mlp_lgbm,year2014,5797,2252,0.9965102951897327,0.778816199376947,,,0.933392539964476,,,,,,,,0.00846262341325811
ens_gt_mlp_lgbm,year2016,109193,45134,0.9590211785148135,0.763790493490766,,,0.5895555457083351,,,,,,,,0.012863141791161273
ens_gt_mlp_lgbm,year2017,99144,21359,0.6052957611183969,0.36228386886078706,,,0.04466501240694789,,,,,,,,0.0019155364144757988
ens_gt_mlp_lgbm,year2018,104292,39350,0.6659069126563408,0.5388396250316696,,,0.08571791613722998,,,,,,,,0.0017400141664870193
ens_gt_mlp_lgbm,year2019,91050,41585,0.9574361738900087,0.8541310297639412,,,0.3373812672838764,,,,,,,,0.003072879814009906
ens_gt_mlp_lgbm,year2020,102073,46355,0.9596611432451524,0.8626490378939913,,,0.21343975838636609,,,,,,,,0.001238378979862881
ens_gt_mlp_lgbm,year2021,81155,35627,0.9485749571090737,0.8645569115947995,,,0.07320290790692452,,,,,,,,0.0012080477947636619
ens_gt_mlp_lgbm,year2022,86416,41648,0.9686541041973653,0.8979133483825872,,,0.20214656165962352,,,,,,,,0.00037973552537526805
ens_gt_mlp_lgbm,year2023,54354,7892,0.8944782178758075,0.6074911236685503,,,0.09946781550937658,,,,,,,,0.00023675261504024794
ens_gt_mlp_lgbm,year2024,48427,794,0.7921188430580772,0.1218877740616871,,,0.021410579345088162,,,,,,,,6.298154640690278e-05
ens_gt_mlp_lgbm,year2025,44663,23,0.6696353436185133,0.0020706996006507913,,,0.0,,,,,,,,4.4802867383512545e-05
